Primary County Coordinates;County;City;Year;Estimate
(42.3868747, -95.5134962);Ida;GALVA;2015;426.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2015;2153.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2015;1379.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2015;703.0
(42.3868747, -95.5134962);Ida;GALVA;2014;429.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2014;2155.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2014;705.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2014;2105.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2014;1376.0
(42.7764686, -95.5134962);Ida;ARTHUR;2014;200.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2013;2134.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2013;1402.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2013;710.0
(42.7764686, -95.5134962);Ida;ARTHUR;2013;203.0
(42.3868747, -95.5134962);Ida;GALVA;2013;434.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2013;2190.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2012;1394.0
(42.3868747, -95.5134962);Ida;GALVA;2012;431.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2012;2127.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2012;708.0
(42.7764686, -95.5134962);Ida;ARTHUR;2012;203.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2012;2180.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2011;2117.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2011;1400.0
(42.7764686, -95.5134962);Ida;ARTHUR;2011;205.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2011;2180.0
(42.3868747, -95.5134962);Ida;GALVA;2011;431.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2011;711.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2010;2136.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2010;2189.0
(42.7764686, -95.5134962);Ida;ARTHUR;2010;205.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2010;711.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2010;1393.0
(42.3868747, -95.5134962);Ida;GALVA;2010;433.0
(42.3868747, -95.5134962);Ida;GALVA;2010;434.0
(42.3868747, -95.5134962);Ida;BATTLE CREEK;2010;713.0
(42.3868747, -95.5134962);Ida;BALANCE OF IDA COUNTY;2010;2198.0
(42.7764686, -95.5134962);Ida;ARTHUR;2010;206.0
(42.3868747, -95.5134962);Ida;IDA GROVE;2010;2142.0
(42.3868747, -95.5134962);Ida;HOLSTEIN;2010;1396.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2017;8088.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2017;153.0
(42.3868747, -92.065524);Iowa;LADORA;2017;274.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2017;3139.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2017;995.0
(41.6863229, -92.065524);Iowa;PARNELL;2017;245.0
(41.6863229, -92.065524);Iowa;MARENGO;2017;2451.0
(41.6863229, -92.065524);Iowa;VICTOR;2017;758.0
(41.6863229, -92.065524);Iowa;VICTOR;2016;761.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2016;3148.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2016;154.0
(42.3868747, -92.065524);Iowa;LADORA;2016;276.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2016;8144.0
(41.6863229, -92.065524);Iowa;MARENGO;2016;2467.0
(41.6863229, -92.065524);Iowa;PARNELL;2016;231.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2016;1003.0
(41.6863229, -92.065524);Iowa;VICTOR;2015;768.0
(42.3868747, -92.065524);Iowa;LADORA;2015;280.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2015;1010.0
(41.6863229, -92.065524);Iowa;PARNELL;2015;215.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2015;155.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2015;3164.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2015;8203.0
(41.6863229, -92.065524);Iowa;MARENGO;2015;2480.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2014;156.0
(42.3868747, -92.065524);Iowa;LADORA;2014;281.0
(41.6863229, -92.065524);Iowa;PARNELL;2014;203.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2014;8239.0
(41.6863229, -92.065524);Iowa;VICTOR;2014;772.0
(41.6863229, -92.065524);Iowa;MARENGO;2014;2495.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2014;3156.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2014;1010.0
(41.6863229, -92.065524);Iowa;VICTOR;2013;772.0
(42.3868747, -92.065524);Iowa;LADORA;2013;281.0
(41.6863229, -92.065524);Iowa;MARENGO;2013;2494.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2013;8238.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2013;158.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2013;1015.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2013;3132.0
(41.6863229, -92.065524);Iowa;PARNELL;2013;189.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2012;1015.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2012;3072.0
(41.6863229, -92.065524);Iowa;MARENGO;2012;2489.0
(41.6863229, -92.065524);Iowa;PARNELL;2012;191.0
(42.3868747, -92.065524);Iowa;LADORA;2012;279.0
(41.6863229, -92.065524);Iowa;VICTOR;2012;766.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2012;8208.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2012;157.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2011;1025.0
(41.6863229, -92.065524);Iowa;MARENGO;2011;2517.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2011;8290.0
(41.6863229, -92.065524);Iowa;VICTOR;2011;776.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2011;159.0
(42.3868747, -92.065524);Iowa;LADORA;2011;282.0
(41.6863229, -92.065524);Iowa;PARNELL;2011;192.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2011;3078.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2010;8302.0
(41.6863229, -92.065524);Iowa;MARENGO;2010;2522.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2010;1030.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2010;159.0
(42.3868747, -92.065524);Iowa;LADORA;2010;282.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2010;3070.0
(41.6863229, -92.065524);Iowa;VICTOR;2010;777.0
(41.6863229, -92.065524);Iowa;PARNELL;2010;193.0
(41.6863229, -92.065524);Iowa;PARNELL;2010;193.0
(41.6863229, -92.065524);Iowa;NORTH ENGLISH;2010;1032.0
(41.6863229, -92.065524);Iowa;BALANCE OF IOWA COUNTY;2010;8314.0
(42.3868747, -92.065524);Iowa;LADORA;2010;283.0
(41.6863229, -92.065524);Iowa;VICTOR;2010;778.0
(41.6863229, -92.065524);Iowa;MILLERSBURG;2010;159.0
(41.6863229, -92.065524);Iowa;WILLIAMSBURG;2010;3068.0
(41.6863229, -92.065524);Iowa;MARENGO;2010;2528.0
(42.1717426, -90.5742294);Jackson;MILES;2017;438.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2017;149.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2017;128.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2017;5918.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2017;8040.0
(42.1717426, -90.5742294);Jackson;PRESTON;2017;967.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2017;136.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2017;25.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2017;248.0
(41.6863229, -90.5742294);Jackson;ANDREW;2017;412.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2017;103.0
(42.1717426, -90.5742294);Jackson;SABULA;2017;547.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2017;2175.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2017;80.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2016;150.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2016;249.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2016;5942.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2016;137.0
(42.1717426, -90.5742294);Jackson;SABULA;2016;549.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2016;128.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2016;25.0
(41.6863229, -90.5742294);Jackson;ANDREW;2016;416.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2016;2163.0
(42.1717426, -90.5742294);Jackson;MILES;2016;442.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2016;80.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2016;8032.0
(42.1717426, -90.5742294);Jackson;PRESTON;2016;972.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2016;105.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2015;80.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2015;249.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2015;137.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2015;128.0
(42.1717426, -90.5742294);Jackson;SABULA;2015;551.0
(42.1717426, -90.5742294);Jackson;PRESTON;2015;973.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2015;105.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2015;8001.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2015;25.0
(41.6863229, -90.5742294);Jackson;ANDREW;2015;417.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2015;150.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2015;5949.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2015;2149.0
(42.1717426, -90.5742294);Jackson;MILES;2015;443.0
(42.1717426, -90.5742294);Jackson;PRESTON;2014;981.0
(42.1717426, -90.5742294);Jackson;MILES;2014;448.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2014;8012.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2014;140.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2014;25.0
(42.1717426, -90.5742294);Jackson;SABULA;2014;555.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2014;2145.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2014;106.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2014;250.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2014;80.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2014;131.0
(41.6863229, -90.5742294);Jackson;ANDREW;2014;419.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2014;149.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2014;5981.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2013;6026.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2013;132.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2013;2148.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2013;141.0
(41.6863229, -90.5742294);Jackson;ANDREW;2013;422.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2013;25.0
(42.1717426, -90.5742294);Jackson;SABULA;2013;560.0
(42.1717426, -90.5742294);Jackson;PRESTON;2013;987.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2013;79.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2013;8031.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2013;150.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2013;254.0
(42.1717426, -90.5742294);Jackson;MILES;2013;448.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2013;107.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2012;2160.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2012;134.0
(42.1717426, -90.5742294);Jackson;MILES;2012;451.0
(42.1717426, -90.5742294);Jackson;PRESTON;2012;1001.0
(42.1717426, -90.5742294);Jackson;SABULA;2012;568.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2012;6075.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2012;80.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2012;8097.0
(41.6863229, -90.5742294);Jackson;ANDREW;2012;427.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2012;257.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2012;108.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2012;26.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2012;142.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2012;151.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2011;152.0
(42.1717426, -90.5742294);Jackson;SABULA;2011;570.0
(42.1717426, -90.5742294);Jackson;MILES;2011;453.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2011;108.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2011;134.0
(41.6863229, -90.5742294);Jackson;ANDREW;2011;431.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2011;6084.0
(42.1717426, -90.5742294);Jackson;PRESTON;2011;1005.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2011;2172.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2011;81.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2011;8108.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2011;143.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2011;26.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2011;258.0
(42.1717426, -90.5742294);Jackson;MILES;2010;455.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2010;153.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2010;135.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2010;81.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2010;144.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2010;6128.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2010;2190.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2010;260.0
(42.1717426, -90.5742294);Jackson;SABULA;2010;575.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2010;109.0
(41.6863229, -90.5742294);Jackson;ANDREW;2010;433.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2010;26.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2010;8124.0
(42.1717426, -90.5742294);Jackson;PRESTON;2010;1010.0
(42.1717426, -90.5742294);Jackson;BALANCE OF JACKSON COUNTY;2010;8143.0
(41.6863229, -90.5742294);Jackson;ANDREW;2010;434.0
(42.1717426, -90.5742294);Jackson;SPRINGBROOK;2010;144.0
(42.1717426, -90.5742294);Jackson;PRESTON;2010;1012.0
(42.1717426, -90.5742294);Jackson;ZWINGLE;2010;26.0
(42.1717426, -90.5742294);Jackson;SPRAGUEVILLE;2010;81.0
(42.1717426, -90.5742294);Jackson;LA MOTTE;2010;260.0
(42.1717426, -90.5742294);Jackson;MAQUOKETA;2010;6139.0
(42.1717426, -90.5742294);Jackson;BALDWIN;2010;109.0
(42.1717426, -90.5742294);Jackson;ST. DONATUS;2010;135.0
(42.1717426, -90.5742294);Jackson;MILES;2010;445.0
(42.1717426, -90.5742294);Jackson;MONMOUTH;2010;153.0
(42.1717426, -90.5742294);Jackson;SABULA;2010;576.0
(42.1717426, -90.5742294);Jackson;BELLEVUE;2010;2191.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2017;1727.0
(41.6860394, -93.053765);Jasper;COLFAX;2017;2064.0
(41.6860394, -93.053765);Jasper;MONROE;2017;1864.0
(41.6860394, -93.053765);Jasper;KELLOGG;2017;594.0
(41.6860394, -93.053765);Jasper;VALERIA;2017;59.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2017;157.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2017;26.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2017;169.0
(41.6860394, -93.053765);Jasper;SULLY;2017;830.0
(41.6860394, -93.053765);Jasper;REASNOR;2017;155.0
(42.1717426, -93.053765);Jasper;BAXTER;2017;1129.0
(41.6860394, -93.053765);Jasper;MINGO;2017;305.0
(41.6860394, -93.053765);Jasper;NEWTON;2017;15109.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2017;12390.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2017;388.0
(42.1717426, -93.053765);Jasper;BAXTER;2016;1102.0
(41.6860394, -93.053765);Jasper;REASNOR;2016;152.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2016;157.0
(41.6860394, -93.053765);Jasper;KELLOGG;2016;590.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2016;12268.0
(41.6860394, -93.053765);Jasper;VALERIA;2016;58.0
(41.6860394, -93.053765);Jasper;NEWTON;2016;15034.0
(41.6860394, -93.053765);Jasper;MINGO;2016;303.0
(41.6860394, -93.053765);Jasper;COLFAX;2016;2050.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2016;383.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2016;26.0
(41.6860394, -93.053765);Jasper;SULLY;2016;819.0
(41.6860394, -93.053765);Jasper;MONROE;2016;1844.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2016;1707.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2016;168.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2015;157.0
(41.6860394, -93.053765);Jasper;NEWTON;2015;15046.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2015;12340.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2015;384.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2015;1697.0
(41.6860394, -93.053765);Jasper;MONROE;2015;1829.0
(41.6860394, -93.053765);Jasper;VALERIA;2015;56.0
(41.6860394, -93.053765);Jasper;KELLOGG;2015;593.0
(41.6860394, -93.053765);Jasper;SULLY;2015;819.0
(41.6860394, -93.053765);Jasper;MINGO;2015;301.0
(41.6860394, -93.053765);Jasper;COLFAX;2015;2056.0
(42.1717426, -93.053765);Jasper;BAXTER;2015;1105.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2015;168.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2015;26.0
(41.6860394, -93.053765);Jasper;REASNOR;2015;152.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2014;387.0
(41.6860394, -93.053765);Jasper;MINGO;2014;302.0
(41.6860394, -93.053765);Jasper;MONROE;2014;1831.0
(42.1717426, -93.053765);Jasper;BAXTER;2014;1107.0
(41.6860394, -93.053765);Jasper;NEWTON;2014;15146.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2014;12365.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2014;1686.0
(41.6860394, -93.053765);Jasper;REASNOR;2014;153.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2014;169.0
(41.6860394, -93.053765);Jasper;COLFAX;2014;2066.0
(41.6860394, -93.053765);Jasper;VALERIA;2014;57.0
(41.6860394, -93.053765);Jasper;SULLY;2014;823.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2014;157.0
(41.6860394, -93.053765);Jasper;KELLOGG;2014;595.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2014;26.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2013;170.0
(41.6860394, -93.053765);Jasper;VALERIA;2013;57.0
(41.6860394, -93.053765);Jasper;REASNOR;2013;151.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2013;382.0
(41.6860394, -93.053765);Jasper;SULLY;2013;818.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2013;26.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2013;12310.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2013;1672.0
(41.6860394, -93.053765);Jasper;KELLOGG;2013;595.0
(41.6860394, -93.053765);Jasper;MONROE;2013;1821.0
(41.6860394, -93.053765);Jasper;COLFAX;2013;2063.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2013;155.0
(42.1717426, -93.053765);Jasper;BAXTER;2013;1098.0
(41.6860394, -93.053765);Jasper;NEWTON;2013;15099.0
(41.6860394, -93.053765);Jasper;MINGO;2013;301.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2012;170.0
(41.6860394, -93.053765);Jasper;KELLOGG;2012;595.0
(41.6860394, -93.053765);Jasper;NEWTON;2012;15091.0
(41.6860394, -93.053765);Jasper;MINGO;2012;299.0
(41.6860394, -93.053765);Jasper;REASNOR;2012;150.0
(41.6860394, -93.053765);Jasper;VALERIA;2012;56.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2012;382.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2012;154.0
(41.6860394, -93.053765);Jasper;COLFAX;2012;2063.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2012;1668.0
(42.1717426, -93.053765);Jasper;BAXTER;2012;1096.0
(41.6860394, -93.053765);Jasper;SULLY;2012;815.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2012;12139.0
(41.6860394, -93.053765);Jasper;MONROE;2012;1820.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2012;26.0
(41.6860394, -93.053765);Jasper;REASNOR;2011;151.0
(41.6860394, -93.053765);Jasper;SULLY;2011;816.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2011;1670.0
(41.6860394, -93.053765);Jasper;COLFAX;2011;2070.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2011;155.0
(41.6860394, -93.053765);Jasper;VALERIA;2011;57.0
(41.6860394, -93.053765);Jasper;MONROE;2011;1811.0
(42.1717426, -93.053765);Jasper;BAXTER;2011;1097.0
(41.6860394, -93.053765);Jasper;KELLOGG;2011;594.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2011;26.0
(41.6860394, -93.053765);Jasper;NEWTON;2011;15135.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2011;380.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2011;170.0
(41.6860394, -93.053765);Jasper;MINGO;2011;299.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2011;12182.0
(41.6860394, -93.053765);Jasper;NEWTON;2010;15239.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2010;26.0
(42.1717426, -93.053765);Jasper;BAXTER;2010;1100.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2010;156.0
(41.6860394, -93.053765);Jasper;REASNOR;2010;152.0
(41.6860394, -93.053765);Jasper;MONROE;2010;1828.0
(41.6860394, -93.053765);Jasper;SULLY;2010;820.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2010;1678.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2010;172.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2010;12216.0
(41.6860394, -93.053765);Jasper;MINGO;2010;302.0
(41.6860394, -93.053765);Jasper;VALERIA;2010;57.0
(41.6860394, -93.053765);Jasper;KELLOGG;2010;598.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2010;378.0
(41.6860394, -93.053765);Jasper;COLFAX;2010;2091.0
(41.6860394, -93.053765);Jasper;SULLY;2010;821.0
(41.6860394, -93.053765);Jasper;MONROE;2010;1830.0
(41.6860394, -93.053765);Jasper;REASNOR;2010;152.0
(41.6860394, -93.053765);Jasper;LYNNVILLE;2010;379.0
(41.6860394, -93.053765);Jasper;NEWTON;2010;15254.0
(41.6860394, -93.053765);Jasper;PRAIRIE CITY;2010;1680.0
(41.6860394, -93.053765);Jasper;COLFAX;2010;2093.0
(41.6860394, -93.053765);Jasper;MITCHELLVILLE;2010;26.0
(42.1717426, -93.053765);Jasper;BAXTER;2010;1101.0
(41.6860394, -93.053765);Jasper;OAKLAND ACRES;2010;156.0
(41.6860394, -93.053765);Jasper;MINGO;2010;302.0
(41.6860394, -93.053765);Jasper;KELLOGG;2010;599.0
(41.6860394, -93.053765);Jasper;LAMBS GROVE;2010;172.0
(41.6860394, -93.053765);Jasper;VALERIA;2010;57.0
(41.6860394, -93.053765);Jasper;BALANCE OF JASPER COUNTY;2010;12220.0
(41.0317596, -91.9488774);Jefferson;PLEASANT PLAIN;2017;103.0
(41.0317596, -91.9488774);Jefferson;LIBERTYVILLE;2017;345.0
(41.0317596, -91.9488774);Jefferson;COPPOCK;2017;4.0
(41.0317596, -91.9488774);Jefferson;PACKWOOD;2017;222.0
(41.0317596, -91.9488774);Jefferson;LOCKRIDGE;2017;295.0
(41.0317596, -91.9488774);Jefferson;FAIRFIELD;2017;10420.0
(41.0317596, -91.9488774);Jefferson;MAHARISHI VEDIC CITY;2017;1305.0
(41.0317596, -91.9488774);Jefferson;BALANCE OF JEFFERSON COUNTY;2017;5169.0
(41.6860394, -91.9488774);Jefferson;BATAVIA;2017;559.0
(41.0317596, -91.9488774);Jefferson;COPPOCK;2016;4.0
(41.0317596, -91.9488774);Jefferson;BALANCE OF JEFFERSON COUNTY;2016;5102.0
(41.0317596, -91.9488774);Jefferson;PACKWOOD;2016;220.0
(41.0317596, -91.9488774);Jefferson;MAHARISHI VEDIC CITY;2016;1303.0
(41.0317596, -91.9488774);Jefferson;LOCKRIDGE;2016;291.0
(41.0317596, -91.9488774);Jefferson;LIBERTYVILLE;2016;342.0
(41.0317596, -91.9488774);Jefferson;PLEASANT PLAIN;2016;101.0
(41.0317596, -91.9488774);Jefferson;FAIRFIELD;2016;10266.0
(41.6860394, -91.9488774);Jefferson;BATAVIA;2016;543.0
(41.0317596, -91.9488774);Jefferson;PACKWOOD;2015;216.0
(41.0317596, -91.9488774);Jefferson;PLEASANT PLAIN;2015;100.0
(41.0317596, -91.9488774);Jefferson;MAHARISHI VEDIC CITY;2015;1302.0
(41.0317596, -91.9488774);Jefferson;FAIRFIELD;2015;10112.0
(41.6860394, -91.9488774);Jefferson;BATAVIA;2015;535.0
(41.0317596, -91.9488774);Jefferson;LIBERTYVILLE;2015;338.0
(41.0317596, -91.9488774);Jefferson;BALANCE OF JEFFERSON COUNTY;2015;5033.0
(41.0317596, -91.9488774);Jefferson;COPPOCK;2015;4.0
(41.0317596, -91.9488774);Jefferson;LOCKRIDGE;2015;287.0
(41.0317596, -91.9488774);Jefferson;LOCKRIDGE;2014;283.0
(41.0317596, -91.9488774);Jefferson;BALANCE OF JEFFERSON COUNTY;2014;4962.0
(41.0317596, -91.9488774);Jefferson;PACKWOOD;2014;216.0
(41.0317596, -91.9488774);Jefferson;LIBERTYVILLE;2014;333.0
